,concept,label,standard_concept,2022-12-31,2021-12-31,2020-12-31,level,abstract,dimension,is_breakdown,dimension_axis,dimension_member,dimension_member_label,dimension_label,balance,weight,preferred_sign,parent_concept,parent_abstract_concept
0,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Net revenues,Revenue,10537000000.0,7069000000.0,3974000000.0,4,False,False,False,,,,,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
1,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Service,,9442000000.0,6149000000.0,3690000000.0,4,False,True,False,srt:ProductOrServiceAxis,us-gaap_ServiceMember,Service,srt:ProductOrServiceAxis: Service,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
2,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Product,,1095000000.0,920000000.0,284000000.0,4,False,True,False,srt:ProductOrServiceAxis,us-gaap_ProductMember,Product,srt:ProductOrServiceAxis: Product,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
3,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Argentinean Subsidiaries,,2500000000.0,1531000000.0,980000000.0,4,False,True,True,srt:ConsolidatedEntitiesAxis,meli_ArgentineanSubsidiariesMember,Argentinean Subsidiaries,srt:ConsolidatedEntitiesAxis: Argentinean Subsidiaries,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
4,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Brazil,,5666000000.0,3910000000.0,2194000000.0,4,False,True,True,us-gaap:StatementBusinessSegmentsAxis,meli_BrazilSegmentMember,Brazil,us-gaap:StatementBusinessSegmentsAxis: Brazil,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
5,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Argentina,,2500000000.0,1531000000.0,980000000.0,4,False,True,True,us-gaap:StatementBusinessSegmentsAxis,meli_ArgentinaSegmentMember,Argentina,us-gaap:StatementBusinessSegmentsAxis: Argentina,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
6,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Mexico,,1864000000.0,1172000000.0,575000000.0,4,False,True,True,us-gaap:StatementBusinessSegmentsAxis,meli_MexicoSegmentMember,Mexico,us-gaap:StatementBusinessSegmentsAxis: Mexico,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
7,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Other Countries,,507000000.0,456000000.0,225000000.0,4,False,True,True,us-gaap:StatementBusinessSegmentsAxis,meli_OtherCountriesSegmentMember,Other Countries,us-gaap:StatementBusinessSegmentsAxis: Other Countries,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
8,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Operating Segments - Services - Brazil - Commerce,,2585000000.0,2076000000.0,1257000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, us-gaap:StatementBusinessSegmentsAxis: Brazil, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
9,us-gaap_RevenueFromContractWithCustomerExcludingAssessedTax,Operating Segments - Services - Argentina - Commerce,,814000000.0,614000000.0,461000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, us-gaap:StatementBusinessSegmentsAxis: Argentina, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
