,concept,label,standard_concept,2025-12-31,2024-12-31,2023-12-31,level,abstract,dimension,is_breakdown,dimension_axis,dimension_member,dimension_member_label,dimension_label,balance,weight,preferred_sign,parent_concept,parent_abstract_concept
26,us-gaap_Revenues,Operating Segments - Argentina - Commerce,,2034000000.0,1407000000.0,1261000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Argentina, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
27,us-gaap_Revenues,Operating Segments - Other countries - Commerce,,891000000.0,642000000.0,449000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Other countries, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
28,us-gaap_Revenues,Operating Segments - Commerce,,16294000000.0,12159000000.0,8201000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
29,us-gaap_Revenues,Operating Segments - Services - Brazil - Fintech,,2829000000.0,2416000000.0,2136000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, us-gaap:StatementBusinessSegmentsAxis: Brazil, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
30,us-gaap_Revenues,Operating Segments - Services - Mexico - Fintech,,897000000.0,566000000.0,382000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, us-gaap:StatementBusinessSegmentsAxis: Mexico, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
31,us-gaap_Revenues,Operating Segments - Services - Argentina - Fintech,,2609000000.0,1748000000.0,1602000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, us-gaap:StatementBusinessSegmentsAxis: Argentina, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
32,us-gaap_Revenues,Operating Segments - Services - Other countries - Fintech,,343000000.0,232000000.0,197000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, us-gaap:StatementBusinessSegmentsAxis: Other countries, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
33,us-gaap_Revenues,Operating Segments - Services - Fintech,,6678000000.0,4962000000.0,4317000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
34,us-gaap_Revenues,Operating Segments - Credit revenues - Brazil - Fintech,,3158000000.0,1922000000.0,1155000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Credit revenues, us-gaap:StatementBusinessSegmentsAxis: Brazil, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
35,us-gaap_Revenues,Operating Segments - Credit revenues - Mexico - Fintech,,1370000000.0,1009000000.0,699000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Credit revenues, us-gaap:StatementBusinessSegmentsAxis: Mexico, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
36,us-gaap_Revenues,Operating Segments - Credit revenues - Argentina - Fintech,,1315000000.0,659000000.0,684000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Credit revenues, us-gaap:StatementBusinessSegmentsAxis: Argentina, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
37,us-gaap_Revenues,Operating Segments - Credit revenues - Other countries - Fintech,,15000000.0,10000000.0,8000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Credit revenues, us-gaap:StatementBusinessSegmentsAxis: Other countries, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
38,us-gaap_Revenues,Operating Segments - Credit revenues - Fintech,,5858000000.0,3600000000.0,2546000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Credit revenues, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
39,us-gaap_Revenues,Operating Segments - Product Sales - Brazil - Fintech,,30000000.0,30000000.0,18000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Product Sales, us-gaap:StatementBusinessSegmentsAxis: Brazil, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
40,us-gaap_Revenues,Operating Segments - Product Sales - Mexico - Fintech,,23000000.0,17000000.0,11000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Product Sales, us-gaap:StatementBusinessSegmentsAxis: Mexico, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
41,us-gaap_Revenues,Operating Segments - Product Sales - Argentina - Fintech,,4000000.0,4000000.0,3000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Product Sales, us-gaap:StatementBusinessSegmentsAxis: Argentina, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
42,us-gaap_Revenues,Operating Segments - Product Sales - Other countries - Fintech,,6000000.0,5000000.0,11000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Product Sales, us-gaap:StatementBusinessSegmentsAxis: Other countries, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
43,us-gaap_Revenues,Operating Segments - Product Sales - Fintech,,63000000.0,56000000.0,43000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Product Sales, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
44,us-gaap_Revenues,Operating Segments - Brazil - Fintech,,6017000000.0,4368000000.0,3309000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Brazil, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
45,us-gaap_Revenues,Operating Segments - Mexico - Fintech,,2290000000.0,1592000000.0,1092000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Mexico, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
46,us-gaap_Revenues,Operating Segments - Argentina - Fintech,,3928000000.0,2411000000.0,2289000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Argentina, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
47,us-gaap_Revenues,Operating Segments - Other countries - Fintech,,364000000.0,247000000.0,216000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Other countries, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
48,us-gaap_Revenues,Operating Segments - Fintech,,12599000000.0,8618000000.0,6906000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:SubsegmentsAxis: Fintech",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
49,us-gaap_Revenues,Operating Segments - Brazil,,15201000000.0,11406000000.0,7821000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Brazil",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
50,us-gaap_Revenues,Operating Segments - Mexico,,6475000000.0,4664000000.0,3071000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Mexico",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
51,us-gaap_Revenues,Operating Segments - Argentina,,5962000000.0,3818000000.0,3550000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Argentina",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
52,us-gaap_Revenues,Operating Segments - Other countries,,1255000000.0,889000000.0,665000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, us-gaap:StatementBusinessSegmentsAxis: Other countries",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
53,us-gaap_Revenues,Operating Segments,,28893000000.0,20777000000.0,15107000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,srt:ConsolidationItemsAxis: Operating Segments,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
54,us-gaap_Revenues,U.S.,,51000000.0,35000000.0,0.0,4,False,True,True,srt:StatementGeographicalAxis,country_US,U.S.,srt:StatementGeographicalAxis: U.S.,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
55,us-gaap_Revenues,Net service revenues and financial income - As reported,,,,12983000000.0,4,False,True,True,srt:ProductOrServiceAxis,us-gaap_ServiceMember,Net service revenues and financial income,"srt:ProductOrServiceAxis: Net service revenues and financial income, srt:RestatementAxis: As reported",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
56,us-gaap_Revenues,Net service revenues and financial income - Reclassification,,,,634000000.0,4,False,True,True,srt:ProductOrServiceAxis,us-gaap_ServiceMember,Net service revenues and financial income,"srt:ProductOrServiceAxis: Net service revenues and financial income, srt:RestatementAxis: Reclassification",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
57,us-gaap_Revenues,Net product revenues - As reported,,,,1490000000.0,4,False,True,True,srt:ProductOrServiceAxis,us-gaap_ProductMember,Net product revenues,"srt:ProductOrServiceAxis: Net product revenues, srt:RestatementAxis: As reported",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
58,us-gaap_Revenues,Net product revenues - Reclassification,,,,0.0,4,False,True,True,srt:ProductOrServiceAxis,us-gaap_ProductMember,Net product revenues,"srt:ProductOrServiceAxis: Net product revenues, srt:RestatementAxis: Reclassification",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
59,us-gaap_Revenues,As reported,,,,14473000000.0,4,False,True,True,srt:RestatementAxis,srt_ScenarioPreviouslyReportedMember,As reported,srt:RestatementAxis: As reported,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
60,us-gaap_Revenues,Reclassification,,,,634000000.0,4,False,True,True,srt:RestatementAxis,srt_RevisionOfPriorPeriodReclassificationAdjustmentMember,Reclassification,srt:RestatementAxis: Reclassification,credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
61,us-gaap_Revenues,Operating Segments - Services - As reported - Brazil - Commerce,,,,3655000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, srt:RestatementAxis: As reported, us-gaap:StatementBusinessSegmentsAxis: Brazil, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
62,us-gaap_Revenues,Operating Segments - Services - As reported - Mexico - Commerce,,,,1653000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, srt:RestatementAxis: As reported, us-gaap:StatementBusinessSegmentsAxis: Mexico, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
63,us-gaap_Revenues,Operating Segments - Services - As reported - Argentina - Commerce,,,,1036000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, srt:RestatementAxis: As reported, us-gaap:StatementBusinessSegmentsAxis: Argentina, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
64,us-gaap_Revenues,Operating Segments - Services - As reported - Other countries - Commerce,,,,410000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, srt:RestatementAxis: As reported, us-gaap:StatementBusinessSegmentsAxis: Other countries, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
65,us-gaap_Revenues,Operating Segments - Services - As reported - Commerce,,,,6754000000.0,4,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Operating Segments,"srt:ConsolidationItemsAxis: Operating Segments, srt:ProductOrServiceAxis: Services, srt:RestatementAxis: As reported, us-gaap:SubsegmentsAxis: Commerce",credit,1.0,1.0,us-gaap_GrossProfit,us-gaap_StatementLineItems
