,concept,label,standard_concept,2025-03-31,2024-12-31,level,abstract,dimension,is_breakdown,dimension_axis,dimension_member,dimension_member_label,dimension_label,balance,weight,preferred_sign,parent_concept,parent_abstract_concept
20,us-gaap_FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,Credit Card Loans - Credit card,,317161000.0,289159000.0,5,False,True,True,us-gaap:FinancingReceivablePortfolioSegmentAxis,sofi_CreditCardLoanPortfolioSegmentMember,Credit Card Loans,"us-gaap:FinancingReceivablePortfolioSegmentAxis: Credit Card Loans, us-gaap:FinancingReceivableRecordedInvestmentByClassOfFinancingReceivableAxis: Credit card",,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
21,us-gaap_FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,Commercial and consumer banking - Commercial real estate,,133386000.0,136474000.0,5,False,True,True,us-gaap:FinancingReceivablePortfolioSegmentAxis,sofi_CommercialAndConsumerBankingPortfolioSegmentMember,Commercial and consumer banking,"us-gaap:FinancingReceivablePortfolioSegmentAxis: Commercial and consumer banking, us-gaap:FinancingReceivableRecordedInvestmentByClassOfFinancingReceivableAxis: Commercial real estate",,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
22,us-gaap_FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,Commercial and consumer banking - Commercial and industrial,,4829000.0,4986000.0,5,False,True,True,us-gaap:FinancingReceivablePortfolioSegmentAxis,sofi_CommercialAndConsumerBankingPortfolioSegmentMember,Commercial and consumer banking,"us-gaap:FinancingReceivablePortfolioSegmentAxis: Commercial and consumer banking, us-gaap:FinancingReceivableRecordedInvestmentByClassOfFinancingReceivableAxis: Commercial and industrial",,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
23,us-gaap_FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,Commercial and consumer banking - Residential real estate and other consumer,,9517000.0,9398000.0,5,False,True,True,us-gaap:FinancingReceivablePortfolioSegmentAxis,sofi_CommercialAndConsumerBankingPortfolioSegmentMember,Commercial and consumer banking,"us-gaap:FinancingReceivablePortfolioSegmentAxis: Commercial and consumer banking, us-gaap:FinancingReceivableRecordedInvestmentByClassOfFinancingReceivableAxis: Residential real estate and other consumer",,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
24,us-gaap_FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,Commercial and consumer banking,,147732000.0,150858000.0,5,False,True,True,us-gaap:FinancingReceivablePortfolioSegmentAxis,sofi_CommercialAndConsumerBankingPortfolioSegmentMember,Commercial and consumer banking,us-gaap:FinancingReceivablePortfolioSegmentAxis: Commercial and consumer banking,,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
25,us-gaap_FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,"Variable Interest Entity, Not Primary Beneficiary - Secured loans",,831520000.0,806441000.0,5,False,True,True,srt:ConsolidatedEntitiesAxis,us-gaap_VariableInterestEntityNotPrimaryBeneficiaryMember,"Variable Interest Entity, Not Primary Beneficiary","srt:ConsolidatedEntitiesAxis: Variable Interest Entity, Not Primary Beneficiary, us-gaap:FinancingReceivablePortfolioSegmentAxis: Secured loans",,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
26,us-gaap_FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,Funded Loan,,6000000.0,,5,False,True,True,us-gaap:OtherCommitmentsAxis,sofi_FundedLoanMember,Funded Loan,us-gaap:OtherCommitmentsAxis: Funded Loan,,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
27,us-gaap_ServicingAssetAtFairValueAmount,Servicing rights,,389780000.0,342128000.0,4,False,False,False,,,,,,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
28,us-gaap_ServicingAssetAtFairValueAmount,"Variable Interest Entity, Not Primary Beneficiary",,92593000.0,100839000.0,5,False,True,False,srt:ConsolidatedEntitiesAxis,us-gaap_VariableInterestEntityNotPrimaryBeneficiaryMember,"Variable Interest Entity, Not Primary Beneficiary","srt:ConsolidatedEntitiesAxis: Variable Interest Entity, Not Primary Beneficiary",,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
29,us-gaap_ServicingAssetAtFairValueAmount,"Level 1 - Fair Value, Recurring",,0.0,0.0,5,False,True,True,us-gaap:FairValueByFairValueHierarchyLevelAxis,us-gaap_FairValueInputsLevel1Member,Level 1,"us-gaap:FairValueByFairValueHierarchyLevelAxis: Level 1, us-gaap:FairValueByMeasurementFrequencyAxis: Fair Value, Recurring",,1.0,1.0,us-gaap_Assets,us-gaap_AssetsAbstract
