,concept,label,standard_concept,2022-12-31,2021-12-31,2020-12-31,level,abstract,dimension,is_breakdown,dimension_axis,dimension_member,dimension_member_label,dimension_label,balance,weight,preferred_sign,parent_concept,parent_abstract_concept
0,us-gaap_InterestAndOtherIncomeAbstract,Interest income,,,,,1,True,False,False,,,,,,,,,us-gaap_IncomeStatementAbstract
1,us-gaap_InterestAndFeeIncomeLoansAndLeases,Loans,NetInterestIncome,749071000.0,337862000.0,330353000.0,2,False,False,False,,,,,,1.0,1.0,us-gaap_InterestIncomeOperating,us-gaap_InterestAndOtherIncomeAbstract
2,sofi_InterestIncomeSecuritizations,Securitizations,,10433000.0,14109000.0,24031000.0,2,False,False,False,,,,,credit,1.0,1.0,us-gaap_InterestIncomeOperating,us-gaap_InterestAndOtherIncomeAbstract
3,us-gaap_InterestIncomeOther,Other,InterestIncome,13867000.0,3049000.0,9153000.0,2,False,False,False,,,,,credit,1.0,1.0,us-gaap_InterestIncomeOperating,us-gaap_InterestAndOtherIncomeAbstract
4,us-gaap_InterestIncomeOperating,Total interest income,TotalInterestIncomeOperating,773371000.0,355020000.0,363537000.0,3,False,False,False,,,,,,1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestAndOtherIncomeAbstract
5,us-gaap_InterestIncomeOperating,Parent Company,,0.0,6279000.0,30230000.0,3,False,True,True,srt:ConsolidatedEntitiesAxis,srt_ParentCompanyMember,Parent Company,srt:ConsolidatedEntitiesAxis: Parent Company,,1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestAndOtherIncomeAbstract
6,us-gaap_InterestExpenseAbstract,Interest expense,,,,,1,True,False,False,,,,,,,,,us-gaap_IncomeStatementAbstract
7,sofi_InterestExpenseSecuritizationsAndWarehouses,Securitizations and warehouses,,110127000.0,90485000.0,155150000.0,2,False,False,False,,,,,debit,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
8,us-gaap_InterestExpenseDeposits,Deposits,InterestExpenseDeposits,59793000.0,0.0,0.0,2,False,False,False,,,,,,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
9,sofi_InterestExpenseCorporateBorrowings,Corporate borrowings,,18438000.0,10345000.0,27974000.0,2,False,False,False,,,,,debit,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
10,us-gaap_InterestExpenseOther,Other,InterestExpense,917000.0,1946000.0,2482000.0,2,False,False,False,,,,,,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
11,us-gaap_InterestExpense,Total interest expense,InterestExpense,189275000.0,102776000.0,185606000.0,3,False,False,False,,,,,debit,-1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestExpenseAbstract
12,us-gaap_InterestExpense,Parent Company,,5075000.0,14926000.0,40046000.0,3,False,True,True,srt:ConsolidatedEntitiesAxis,srt_ParentCompanyMember,Parent Company,srt:ConsolidatedEntitiesAxis: Parent Company,debit,-1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestExpenseAbstract
13,us-gaap_InterestIncomeExpenseNet,Net interest income (expense),NetInterestIncome,584096000.0,252244000.0,177931000.0,1,False,False,False,,,,,,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
14,us-gaap_InterestIncomeExpenseNet,Reportable Segments - Lending,,531480000.0,258102000.0,199345000.0,2,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Reportable Segments,"srt:ConsolidationItemsAxis: Reportable Segments, us-gaap:StatementBusinessSegmentsAxis: Lending",,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
15,us-gaap_InterestIncomeExpenseNet,Reportable Segments - Technology Platform,,0.0,-29000.0,-107000.0,2,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Reportable Segments,"srt:ConsolidationItemsAxis: Reportable Segments, us-gaap:StatementBusinessSegmentsAxis: Technology Platform",,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
