,concept,label,standard_concept,2023-12-31,2022-12-31,2021-12-31,level,abstract,dimension,is_breakdown,dimension_axis,dimension_member,dimension_member_label,dimension_label,balance,weight,preferred_sign,parent_concept,parent_abstract_concept
0,us-gaap_InterestAndOtherIncomeAbstract,Interest income,,,,,1,True,False,False,,,,,,,,,us-gaap_IncomeStatementAbstract
1,us-gaap_InterestAndFeeIncomeLoansAndLeases,Loans and securitizations,NetInterestIncome,1944128000.0,759504000.0,351971000.0,2,False,False,False,,,,,,1.0,1.0,us-gaap_InterestIncomeOperating,us-gaap_InterestAndOtherIncomeAbstract
2,us-gaap_InterestIncomeOther,Other,InterestIncome,106939000.0,13867000.0,3049000.0,2,False,False,False,,,,,credit,1.0,1.0,us-gaap_InterestIncomeOperating,us-gaap_InterestAndOtherIncomeAbstract
3,us-gaap_InterestIncomeOperating,Total interest income,TotalInterestIncomeOperating,2051067000.0,773371000.0,355020000.0,3,False,False,False,,,,,,1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestAndOtherIncomeAbstract
4,us-gaap_InterestIncomeOperating,Parent Company,,0.0,0.0,6279000.0,3,False,True,True,srt:ConsolidatedEntitiesAxis,srt_ParentCompanyMember,Parent Company,srt:ConsolidatedEntitiesAxis: Parent Company,,1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestAndOtherIncomeAbstract
5,us-gaap_InterestExpenseAbstract,Interest expense,,,,,1,True,False,False,,,,,,,,,us-gaap_IncomeStatementAbstract
6,sofi_InterestExpenseSecuritizationsAndWarehouses,Securitizations and warehouses,,244220000.0,110127000.0,90485000.0,2,False,False,False,,,,,debit,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
7,us-gaap_InterestExpenseDeposits,Deposits,InterestExpenseDeposits,507820000.0,59793000.0,0.0,2,False,False,False,,,,,,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
8,sofi_InterestExpenseCorporateBorrowings,Corporate borrowings,,36833000.0,18438000.0,10345000.0,2,False,False,False,,,,,debit,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
9,us-gaap_InterestExpenseOther,Other,InterestExpense,454000.0,917000.0,1946000.0,2,False,False,False,,,,,,1.0,1.0,us-gaap_InterestExpense,us-gaap_InterestExpenseAbstract
10,us-gaap_InterestExpense,Total interest expense,InterestExpense,789327000.0,189275000.0,102776000.0,3,False,False,False,,,,,debit,-1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestExpenseAbstract
11,us-gaap_InterestExpense,Parent Company,,28258000.0,5075000.0,14926000.0,3,False,True,True,srt:ConsolidatedEntitiesAxis,srt_ParentCompanyMember,Parent Company,srt:ConsolidatedEntitiesAxis: Parent Company,debit,-1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestExpenseAbstract
