,concept,label,standard_concept,2025-06-30,2024-06-30,level,abstract,dimension,is_breakdown,dimension_axis,dimension_member,dimension_member_label,dimension_label,balance,weight,preferred_sign,parent_concept,parent_abstract_concept
0,us-gaap_InterestAndOtherIncomeAbstract,Interest income,,,,1,True,False,False,,,,,,,,,us-gaap_IncomeStatementAbstract
1,us-gaap_InterestAndFeeIncomeLoansAndLeases,Loans and securitizations,NetInterestIncome,1451738000.0,1241289000.0,3,False,False,False,,,,,,1.0,1.0,us-gaap_InterestIncomeOperating,us-gaap_InterestAndOtherIncomeAbstract
2,us-gaap_InterestIncomeOther,Other,InterestIncome,104479000.0,99217000.0,3,False,False,False,,,,,credit,1.0,1.0,us-gaap_InterestIncomeOperating,us-gaap_InterestAndOtherIncomeAbstract
3,us-gaap_InterestIncomeOperating,Total interest income,TotalInterestIncomeOperating,1556217000.0,1340506000.0,3,False,False,False,,,,,,1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestAndOtherIncomeAbstract
4,us-gaap_InterestExpenseAbstract,Interest expense,,,,1,True,False,False,,,,,,,,,us-gaap_IncomeStatementAbstract
5,sofi_InterestExpenseSecuritizationsAndWarehouses,Securitizations and warehouses,,57794000.0,58283000.0,3,False,False,False,,,,,debit,1.0,1.0,us-gaap_InterestExpenseOperating,us-gaap_InterestExpenseAbstract
6,us-gaap_InterestExpenseDeposits,Deposits,InterestExpenseDeposits,458631000.0,443266000.0,3,False,False,False,,,,,,1.0,1.0,us-gaap_InterestExpenseOperating,us-gaap_InterestExpenseAbstract
7,sofi_InterestExpenseCorporateBorrowings,Corporate borrowings,,22932000.0,23436000.0,3,False,False,False,,,,,debit,1.0,1.0,us-gaap_InterestExpenseOperating,us-gaap_InterestExpenseAbstract
8,us-gaap_InterestExpenseOther,Other,InterestExpense,297000.0,219000.0,3,False,False,False,,,,,,1.0,1.0,us-gaap_InterestExpenseOperating,us-gaap_InterestExpenseAbstract
9,us-gaap_InterestExpenseOperating,Total interest expense,InterestExpense,539654000.0,525204000.0,3,False,False,False,,,,,,-1.0,1.0,us-gaap_InterestIncomeExpenseNet,us-gaap_InterestExpenseAbstract
10,us-gaap_InterestIncomeExpenseNet,Net interest income,NetInterestIncome,1016563000.0,815302000.0,1,False,False,False,,,,,,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
11,us-gaap_InterestIncomeExpenseNet,Reportable segments - Lending,,733296000.0,545748000.0,2,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Reportable segments,"srt:ConsolidationItemsAxis: Reportable segments, us-gaap:StatementBusinessSegmentsAxis: Lending",,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
12,us-gaap_InterestIncomeExpenseNet,Reportable segments - Technology Platform,,679000.0,1056000.0,2,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Reportable segments,"srt:ConsolidationItemsAxis: Reportable segments, us-gaap:StatementBusinessSegmentsAxis: Technology Platform",,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
13,us-gaap_InterestIncomeExpenseNet,Reportable segments - Financial Services,,366521000.0,258942000.0,2,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Reportable segments,"srt:ConsolidationItemsAxis: Reportable segments, us-gaap:StatementBusinessSegmentsAxis: Financial Services",,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
14,us-gaap_InterestIncomeExpenseNet,Reportable segments,,1100496000.0,805746000.0,2,False,True,True,srt:ConsolidationItemsAxis,us-gaap_OperatingSegmentsMember,Reportable segments,srt:ConsolidationItemsAxis: Reportable segments,,1.0,1.0,us-gaap_RevenuesNetOfInterestExpense,us-gaap_IncomeStatementAbstract
